URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCLF,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
148989,919,2140,State-funded primary,187,85,102,45.45%,54.55%,9,4.81%,33,17.65%,42,145,0,22.50%,77.50%,0,69,69,187,36.90%
148990,919,3403,State-funded primary,148,81,67,54.73%,45.27%,6,4.05%,10,6.76%,56,92,0,37.80%,62.20%,0,23,23,148,15.54%
149078,919,4037,State-funded secondary,464,243,221,52.37%,47.63%,20,4.31%,63,13.58%,41,423,0,8.80%,91.20%,0,49,60,464,12.93%
149206,919,2365,State-funded primary,453,209,244,46.14%,53.86%,18,3.97%,34,7.51%,43,410,0,9.50%,90.50%,0,35,36,415,8.67%
149330,919,2113,State-funded primary,587,297,290,50.60%,49.40%,9,1.53%,42,7.16%,97,488,2,16.50%,83.10%,0.003,80,88,492,17.89%
149333,919,2118,State-funded primary,158,72,86,45.57%,54.43%,5,3.16%,27,17.09%,28,130,0,17.70%,82.30%,0,45,46,146,31.51%
149500,919,4005,State-funded secondary,1286,620,666,48.21%,51.79%,26,2.02%,223,17.34%,184,1101,1,14.30%,85.60%,0.001,207,196,1074,18.25%
149537,919,2119,State-funded primary,67,30,37,44.78%,55.22%,2,2.99%,12,17.91%,12,55,0,17.90%,82.10%,0,6,7,39,17.95%
149736,919,7030,State-funded special school,51,17,34,33.33%,66.67%,50,98.04%,1,1.96%,0,51,0,0.00%,100.00%,0,8,10,41,24.39%
149741,919,3391,State-funded primary,205,98,107,47.80%,52.20%,12,5.85%,27,13.17%,41,162,2,20.00%,79.00%,0.01,23,24,205,11.71%
149742,919,3402,State-funded primary,178,79,99,44.38%,55.62%,1,0.56%,25,14.04%,20,158,0,11.20%,88.80%,0,15,18,167,10.78%
149743,919,4619,State-funded secondary,1078,524,554,48.61%,51.39%,28,2.60%,129,11.97%,259,817,2,24.00%,75.80%,0.002,133,136,900,15.11%
149748,919,2121,State-funded primary,123,61,62,49.59%,50.41%,5,4.07%,16,13.01%,2,121,0,1.60%,98.40%,0,19,21,91,23.08%
150044,919,6023,Independent school,13,10,3,76.92%,23.08%,13,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
150217,919,4122,State-funded secondary,978,510,468,52.15%,47.85%,34,3.48%,250,25.56%,92,880,6,9.40%,90.00%,0.006,244,236,850,27.76%
150576,919,3359,State-funded primary,190,99,91,52.11%,47.89%,5,2.63%,22,11.58%,37,153,0,19.50%,80.50%,0,23,23,190,12.11%
150619,919,3386,State-funded primary,239,108,131,45.19%,54.81%,6,2.51%,34,14.23%,39,200,0,16.30%,83.70%,0,21,21,239,8.79%
150621,919,3416,State-funded primary,212,99,113,46.70%,53.30%,8,3.77%,19,8.96%,22,190,0,10.40%,89.60%,0,25,26,195,13.33%
150656,919,4039,State-funded secondary,821,384,437,46.77%,53.23%,24,2.92%,106,12.91%,74,746,1,9.00%,90.90%,0.001,136,141,731,19.29%
150698,919,2136,State-funded primary,374,161,213,43.05%,56.95%,13,3.48%,53,14.17%,64,310,0,17.10%,82.90%,0,92,95,345,27.54%
150799,919,3409,State-funded primary,218,114,104,52.29%,47.71%,7,3.21%,19,8.72%,61,157,0,28.00%,72.00%,0,12,12,173,6.94%
150844,919,2138,State-funded primary,170,94,76,55.29%,44.71%,11,6.47%,22,12.94%,81,89,0,47.60%,52.40%,0,72,76,167,45.51%
151078,919,2443,State-funded primary,288,130,158,45.14%,54.86%,15,5.21%,30,10.42%,36,252,0,12.50%,87.50%,0,41,42,253,16.60%
151161,919,2144,State-funded primary,234,119,115,50.85%,49.15%,19,8.12%,34,14.53%,39,195,0,16.70%,83.30%,0,74,74,234,31.62%
151215,919,2148,State-funded primary,215,97,118,45.12%,54.88%,5,2.33%,31,14.42%,39,176,0,18.10%,81.90%,0,53,57,202,28.22%
151385,919,2152,State-funded primary,225,109,116,48.44%,51.56%,11,4.89%,45,20.00%,52,173,0,23.10%,76.90%,0,77,77,218,35.32%
LA,State-funded primary,PRI,919,102297,50208,52089,49.08%,50.92%,3268,3.19%,14416,14.09%,21917,80262,118,21.42%,78.46%,0.12%,16054,16478,95596,17.24%
LA,State-funded secondary,SEC,919,95210,47605,47605,50.00%,50.00%,2765,2.90%,12531,13.16%,14688,79956,566,15.43%,83.98%,0.59%,14032,13745,77127,17.82%
LA,Special school,SPE,919,3214,923,2291,28.72%,71.28%,3199,99.53%,15,0.47%,436,2769,9,13.57%,86.15%,0.28%,1326,1356,3034,44.69%
NAT,,PRI,State-funded primary,4554974,2238181,2316793,49.1%,51%,157716,3.5%,671977,15%,1065551,3474334,15089,23.4%,76.3%,0.3%,1126353,1126825,4284933,26.3%
NAT,,SEC,State-funded secondary,3671427,1825267,1846160,49.7%,50.3%,113452,3.09%,493210,13.4%,703666,2946050,21711,19.2%,80.2%,0.6%,948951,934389,3233095,28.9%
NAT,,SPE,Special school,168890,47155,121735,27.9%,72%,168077,99.5%,769,0.5%,24309,144049,532,14.4%,85.3%,0.3%,82385,76981,148300,51.9%
